"Station","Date","Time","Interval","Air max","Air max time","Air min","Air min time","Air avg","RH avg","Precip","Chill hrs","Hrs 32F","Hrs 85F","Hrs 95F"
20171030,2400,1440,77,15:30,46,07:30,61,73,0.00,0.0,0.0,6.1,0.00,
20171031,2400,1440,69,16:27,43,07:28,55,75,0.00,2.0,0.0,0.0,0.00,
20171101,2400,1440,72,16:02,42,07:35,55,76,0.00,8.3,0.0,1.0,0.00,
20171102,2400,1440,60,16:34,44,05:25,53,87,0.00,5.0,0.0,0.0,0.00,
20171103,2400,1440,72,13:38,54,03:53,60,74,0.00,0.0,0.0,.7,0.00,
20171104,2400,1440,69,14:33,53,05:49,60,75,0.00,0.0,0.0,.0,0.00,
20171105,2400,1440,62,14:05,40,23:00,53,65,0.00,3.8,0.0,0.0,0.00,
20171106,2400,1440,65,12:56,35,05:27,48,76,0.00,13.6,0.0,0.0,0.00,
20171107,2400,1440,70,14:50,33,06:36,50,73,0.00,13.0,.7,.0,0.00,
20171108,2400,1440,75,14:22,40,05:26,58,69,0.00,7.4,0.0,5.0,0.00,
20171109,2400,1440,75,14:58,52,02:32,62,69,0.00,0.0,0.0,5.5,0.00,
20171110,2400,1440,72,13:27,46,23:52,59,70,0.00,0.0,0.0,2.5,0.00,
20171111,2400,1440,70,15:47,44,04:16,54,83,0.00,3.8,0.0,0.0,0.00,
20171112,2400,1440,70,16:07,41,23:56,52,82,0.00,11.3,0.0,0.0,0.00,
20171113,2400,1440,73,15:50,38,03:40,53,78,0.00,7.8,0.0,1.4,0.00,
20171114,2400,1440,69,16:08,44,06:09,54,85,0.00,5.1,0.0,0.0,0.00,
20171115,2400,1440,70,13:48,44,02:44,58,75,0.00,4.6,0.0,0.0,0.00,
20171116,2400,1440,73,14:55,61,04:45,66,55,0.00,0.0,0.0,3.1,0.00,
20171117,2400,1440,64,13:34,42,23:03,56,75,.07,2.5,0.0,0.0,0.00,
20171118,2400,1440,69,15:44,35,06:40,49,81,0.00,13.3,0.0,0.0,0.00,
20171119,2400,1440,66,14:56,34,04:57,47,83,0.00,13.4,0.0,0.0,0.00,
20171120,2400,1440,73,15:58,41,00:20,55,74,0.00,5.9,0.0,.7,0.00,
20171121,2400,1440,75,15:06,47,23:11,57,75,0.00,0.0,0.0,3.1,0.00,
20171122,2400,1440,78,15:05,42,04:14,56,77,0.00,7.9,0.0,5.5,0.00,
20171123,2400,1440,74,15:18,42,06:09,56,84,0.00,6.1,0.0,4.0,0.00,
20171124,2400,1440,72,13:20,46,05:21,56,84,0.00,.4,0.0,2.7,0.00,
20171125,2400,1440,77,14:05,44,03:34,58,82,0.00,3.7,0.0,5.0,0.00,
20171126,2400,1440,81,13:22,47,06:12,64,63,0.00,0.0,0.0,7.7,0.00,
20171127,2400,1440,61,13:48,39,23:42,52,82,.19,5.5,0.0,0.0,0.00,
20171128,2400,1440,63,13:57,33,06:29,46,85,0.00,14.0,0.0,0.0,0.00,
20171129,2400,1440,64,14:24,34,06:31,46,88,0.00,14.7,0.0,0.0,0.00,
20171130,2400,1440,62,15:29,34,04:04,44,91,.01,16.3,0.0,0.0,0.00,
20171201,2400,1440,64,13:04,35,04:25,46,87,0.00,14.7,0.0,0.0,0.00,
20171202,2400,1440,64,14:04,33,04:49,45,90,.01,15.3,0.0,0.0,0.00,
20171203,2400,1440,61,13:58,35,23:48,48,76,0.00,12.0,0.0,0.0,0.00,
20171204,2400,1440,57,14:25,29,04:51,41,82,0.00,16.7,6.2,0.0,0.00,
20171205,2400,1440,62,15:10,25,06:59,40,72,0.00,15.9,10.8,0.0,0.00,
20171206,2400,1440,63,15:11,27,06:56,42,71,0.00,15.7,9.7,0.0,0.00,
20171207,2400,1440,65,14:22,24,06:56,42,71,0.00,15.9,8.6,0.0,0.00,
20171208,2400,1440,67,14:25,30,03:53,45,69,0.00,14.5,8.7,0.0,0.00,
20171209,2400,1440,66,14:53,27,07:03,43,73,0.00,15.2,8.3,0.0,0.00,
20171210,2400,1440,67,14:54,28,06:13,43,74,0.00,15.8,8.1,0.0,0.00,
20171211,2400,1440,63,14:40,27,06:33,43,77,0.00,15.8,7.5,0.0,0.00,
20171212,2400,1440,66,14:58,28,06:32,43,76,0.00,15.6,9.4,0.0,0.00,
20171213,2400,1440,64,14:10,27,07:04,42,76,0.00,16.0,8.9,0.0,0.00,
20171214,2400,1440,66,14:18,26,07:21,43,76,0.00,16.0,8.5,0.0,0.00,
20171215,2400,1440,63,12:32,27,07:16,45,73,0.00,13.6,6.7,0.0,0.00,
20171216,2400,1440,57,14:11,33,06:51,44,78,0.00,15.5,.3,0.0,0.00,
20171217,2400,1440,64,15:47,30,04:48,43,68,0.00,15.8,5.0,0.0,0.00,
20171218,2400,1440,68,15:53,28,07:23,44,59,0.00,15.1,8.4,0.0,0.00,
20171219,2400,1440,66,16:10,28,04:36,45,60,0.00,14.9,7.9,0.0,0.00,
20171220,2400,1440,54,14:48,33,22:55,45,71,0.00,15.8,.8,0.0,0.00,
20171221,2400,1440,52,15:04,26,04:48,36,84,0.00,18.9,13.4,0.0,0.00,
20171222,2400,1440,56,14:54,25,03:56,39,77,0.00,17.3,8.8,0.0,0.00,
20171223,2400,1440,58,12:53,29,07:44,43,72,0.00,16.4,2.5,0.0,0.00,
20171224,2400,1440,55,12:05,36,06:22,45,73,0.00,14.4,0.0,0.0,0.00,
20171225,2400,1440,62,14:17,35,04:15,46,73,0.00,11.3,0.0,0.0,0.00,
20171226,2400,1440,66,14:33,36,23:15,49,66,0.00,13.8,0.0,0.0,0.00,
20171227,2400,1440,62,14:40,29,06:45,44,76,0.00,15.3,4.9,0.0,0.00,
20171228,2400,1440,65,14:26,31,07:04,45,76,0.00,15.4,5.7,0.0,0.00,
20171229,2400,1440,65,15:44,32,07:20,45,77,0.00,14.8,2.0,0.0,0.00,
20171230,2400,1440,64,14:56,29,07:14,44,81,0.00,15.8,5.1,0.0,0.00,
20171231,2400,1440,69,14:59,35,03:21,48,74,0.00,13.8,0.0,0.0,0.00,
20180101,2400,1440,64,15:11,31,05:30,45,81,0.00,14.8,2.5,0.0,0.00,
20180102,2400,1440,61,13:55,38,04:51,47,83,0.00,13.8,0.0,0.0,0.00,
20180103,2400,1440,65,14:58,38,01:21,51,77,0.00,8.5,0.0,0.0,0.00,
20180104,2400,1440,67,14:16,50,00:22,56,89,0.00,0.0,0.0,0.0,0.00,
20180105,2400,1440,74,15:17,49,07:16,59,81,0.00,0.0,0.0,3.5,0.00,
20180106,2400,1440,60,14:47,46,23:57,56,98,.02,.3,0.0,0.0,0.00,
20180107,2400,1440,66,15:14,43,01:52,54,90,0.00,2.5,0.0,0.0,0.00,
20180108,2400,1440,61,12:01,52,00:09,57,98,.28,0.0,0.0,0.0,0.00,
20180109,2400,1440,58,15:28,52,23:59,55,95,.21,0.0,0.0,0.0,0.00,
20180110,2400,1440,60,14:31,43,23:22,53,87,0.00,2.4,0.0,0.0,0.00,
20180111,2400,1440,63,13:08,41,02:01,51,88,0.00,8.1,0.0,0.0,0.00,
20180112,2400,1440,57,13:56,39,07:21,48,97,0.00,9.9,0.0,0.0,0.00,
20180113,2400,1440,52,15:55,48,23:42,50,98,0.00,0.0,0.0,0.0,0.00,
20180114,2400,1440,56,15:38,46,08:06,49,97,0.00,.3,0.0,0.0,0.00,
20180115,2400,1440,57,15:40,41,06:58,48,98,.01,7.6,0.0,0.0,0.00,
20180116,2400,1440,51,14:54,44,23:47,47,100,0.00,6.8,0.0,0.0,0.00,
20180117,2400,1440, , , , , , , , , , , ,
20180118,2400,1440,58,13:35,46,23:05,50,96,0.00,1.3,0.0,0.0,0.00,
20180119,2400,1440,56,16:20,42,23:39,49,85,.03,5.5,0.0,0.0,0.00,
20180120,2400,1440,53,14:46,32,07:14,42,84,0.00,16.2,2.0,0.0,0.00,
20180121,2400,1440,56,15:13,30,07:12,43,79,0.00,15.4,5.3,0.0,0.00,
20180122,2400,1440,62,15:16,33,05:15,46,78,0.00,13.2,.3,0.0,0.00,
20180123,2400,1440,59,15:47,41,23:13,49,92,0.00,5.0,0.0,0.0,0.00,
20180124,2400,1440,64,13:24,36,06:25,49,79,.01,9.2,0.0,0.0,0.00,
20180125,2400,1440,58,15:13,39,23:56,49,77,.14,6.5,0.0,0.0,0.00,
20180126,2400,1440,58,15:12,32,07:08,44,82,0.00,15.2,1.5,0.0,0.00,
20180127,2400,1440,58,14:57,32,05:16,44,83,0.00,14.4,2.3,0.0,0.00,
20180128,2400,1440,66,16:05,33,06:57,47,80,0.00,13.5,.3,0.0,0.00,
20180129,2400,1440,64,14:40,36,07:00,49,83,0.00,10.1,0.0,0.0,0.00,
20180130,2400,1440,69,15:10,39,07:20,51,84,0.00,10.9,0.0,0.0,0.00,
20180131,2400,1440,67,14:52,37,04:09,49,87,0.00,12.0,0.0,0.0,0.00,
20180201,2400,1440,69,14:36,39,06:24,52,82,0.00,9.1,0.0,0.0,0.00,
20180202,2400,1440,69,15:44,40,07:28,54,81,0.00,8.5,0.0,0.0,0.00,
20180203,2400,1440,73,14:57,38,07:13,54,79,0.00,9.0,0.0,2.8,0.00,
20180204,2400,1440,74,14:20,42,07:02,56,79,0.00,6.9,0.0,3.3,0.00,
20180205,2400,1440,74,14:40,38,05:28,55,80,0.00,8.2,0.0,3.6,0.00,
20180206,2400,1440,72,14:20,40,06:41,55,76,0.00,6.4,0.0,2.7,0.00,
20180207,2400,1440,79,15:40,42,06:50,58,70,0.00,7.1,0.0,5.8,0.00,
20180208,2400,1440,76,15:27,39,06:27,56,73,0.00,7.3,0.0,4.5,0.00,
20180209,2400,1440,75,14:55,42,06:38,57,71,0.00,6.5,0.0,4.2,0.00,
20180210,2400,1440,72,14:34,43,06:50,56,64,0.00,5.1,0.0,1.2,0.00,
20180211,2400,1440,69,13:38,34,06:37,51,53,0.00,8.9,0.0,0.0,0.00,
20180212,2400,1440,58,16:21,35,06:30,46,74,0.00,13.1,0.0,0.0,0.00,
20180213,2400,1440,64,16:21,31,06:48,48,65,0.00,9.5,2.0,0.0,0.00,
20180214,2400,1440,67,14:33,39,04:45,51,53,0.00,12.0,0.0,0.0,0.00,
20180215,2400,1440,64,15:51,37,07:08,48,63,0.00,12.8,0.0,0.0,0.00,
20180216,2400,1440,67,15:46,32,06:17,48,56,0.00,11.9,2.5,0.0,0.00,
20180217,2400,1440,72,15:08,33,03:58,51,54,0.00,10.5,.3,1.0,0.00,
20180218,2400,1440,66,13:47,37,07:08,51,55,0.00,10.0,0.0,0.0,0.00,
20180219,2400,1440,54,15:10,30,06:28,41,54,0.00,16.1,3.6,0.0,0.00,
20180220,2400,1440,56,15:36,24,06:00,40,54,0.00,16.5,8.0,0.0,0.00,
20180221,2400,1440,58,15:50,27,06:51,42,54,0.00,15.4,4.9,0.0,0.00,
20180222,2400,1440,57,15:50,29,03:20,44,60,0.00,14.7,5.0,0.0,0.00,
20180223,2400,1440,54,14:33,32,23:32,42,62,0.00,16.8,1.0,0.0,0.00,
20180224,2400,1440,59,15:52,26,05:51,43,53,0.00,14.5,7.9,0.0,0.00,
20180225,2400,1440,61,15:35,31,06:53,45,65,0.00,13.9,2.1,0.0,0.00,
20180226,2400,1440,56,13:35,28,06:48,42,80,0.00,17.8,4.3,0.0,0.00,
20180227,2400,1440,51,16:55,37,21:52,43,88,0.00,17.8,0.0,0.0,0.00,
20180228,2400,1440,59,15:53,35,06:50,47,72,0.00,9.0,0.0,0.0,0.00,
20180301,2400,1440,58,16:35,46,04:18,51,77,0.00,.8,0.0,0.0,0.00,
20180302,2400,1440,57,11:45,48,06:50,52,88,0.00,0.0,0.0,0.0,0.00,
20180303,2400,1440,58,14:02,41,23:16,47,82,0.00,8.8,0.0,0.0,0.00,
20180304,2400,1440,58,16:12,34,05:38,45,77,0.00,12.8,0.0,0.0,0.00,
20180305,2400,1440,62,16:01,33,06:15,47,74,0.00,11.7,.1,0.0,0.00,
20180306,2400,1440,70,15:19,35,05:50,52,67,0.00,9.3,0.0,0.0,0.00,
20180307,2400,1440,71,16:16,45,06:44,55,65,0.00,2.6,0.0,1.1,0.00,
20180308,2400,1440,75,15:04,40,06:09,58,60,0.00,5.9,0.0,5.0,0.00,
20180309,2400,1440,76,14:08,50,06:51,61,71,0.00,0.0,0.0,4.6,0.00,
20180310,2400,1440,68,12:37,48,23:30,57,75,0.00,0.0,0.0,0.0,0.00,
20180311,2400,1440,71,16:26,42,04:39,56,78,0.00,6.1,0.0,0.0,0.00,
20180312,2400,1440,79,14:33,49,06:29,63,72,0.00,0.0,0.0,7.2,0.00,
20180313,2400,1440,73,16:01,53,23:47,63,81,0.00,0.0,0.0,3.4,0.00,
20180314,2400,1440,62,12:19,47,06:57,54,86,0.00,0.0,0.0,0.0,0.00,
20180315,2400,1440,63,15:56,43,07:19,52,63,0.00,3.9,0.0,0.0,0.00,
20180316,2400,1440,58,12:05,44,05:39,49,85,0.00,6.8,0.0,0.0,0.00,
20180317,2400,1440,59,15:36,35,07:18,47,80,0.00,11.4,0.0,0.0,0.00,
20180318,2400,1440,60,14:31,34,05:48,47,78,0.00,10.0,0.0,0.0,0.00,
20180319,2400,1440,68,16:36,34,06:39,52,72,0.00,9.1,0.0,0.0,0.00,
20180320,2400,1440,62,12:09,50,00:33,55,78,0.00,0.0,0.0,0.0,0.00,
20180321,2400,1440,62,17:38,51,00:34,57,100,0.00,0.0,0.0,0.0,0.00,
20180322,2400,1440,66,14:08,49,23:59,60,93,0.00,0.0,0.0,0.0,0.00,
20180323,2400,1440,63,18:08,42,07:11,51,68,0.00,7.3,0.0,0.0,0.00,
20180324,2400,1440,63,16:46,41,07:28,52,70,0.00,6.4,0.0,0.0,0.00,
20180325,2400,1440,60,16:51,41,07:21,50,60,0.00,6.1,0.0,0.0,0.00,
20180326,2400,1440,63,17:21,36,06:26,49,69,0.00,8.3,0.0,0.0,0.00,
20180327,2400,1440,71,17:32,40,06:34,54,64,0.00,8.1,0.0,0.0,0.00,
20180328,2400,1440,76,15:52,43,06:46,59,63,0.00,4.6,0.0,5.5,0.00,
20180329,2400,1440,80,16:37,47,06:32,63,67,0.00,0.0,0.0,7.9,0.00,
20180330,2400,1440,83,16:12,51,06:42,66,70,0.00,0.0,0.0,9.1,0.00,
20180331,2400,1440,83,16:15,52,05:04,66,69,0.00,0.0,0.0,8.4,0.00,
20180401,2400,1440,82,16:02,49,07:00,65,64,0.00,0.0,0.0,8.2,0.00,
20180402,2400,1440,77,16:13,50,06:57,64,58,0.00,0.0,0.0,6.7,0.00,
20180403,2400,1440,79,16:59,49,06:55,64,54,0.00,0.0,0.0,7.4,0.00,
20180404,2400,1440,83,15:30,51,07:08,66,52,0.00,0.0,0.0,9.2,0.00,
20180405,2400,1440,77,15:08,53,06:50,64,44,0.00,0.0,0.0,6.2,0.00,
20180406,2400,1440,71,17:00,57,03:07,64,63,0.00,0.0,0.0,.0,0.00,
20180407,2400,1440,71,16:10,57,23:59,64,77,0.00,0.0,0.0,1.1,0.00,
20180408,2400,1440,71,16:08,49,06:40,59,66,0.00,0.0,0.0,.1,0.00,
20180409,2400,1440,81,16:45,44,05:38,62,65,0.00,3.2,0.0,6.9,0.00,
20180410,2400,1440,85,14:06,55,06:20,68,63,0.00,0.0,0.0,9.0,0.00,
20180411,2400,1440,76,15:43,51,06:16,62,61,0.00,0.0,0.0,4.9,0.00,
20180412,2400,1440,64,15:31,45,06:28,54,55,0.00,1.6,0.0,0.0,0.00,
20180413,2400,1440,70,16:36,39,06:36,55,61,0.00,5.4,0.0,.0,0.00,
20180414,2400,1440,80,15:48,42,06:28,61,60,0.00,5.2,0.0,7.5,0.00,
20180415,2400,1440,81,17:24,52,06:39,65,55,0.00,0.0,0.0,8.7,0.00,
20180416,2400,1440,64,12:45,42,23:56,51,75,0.00,4.0,0.0,0.0,0.00,
20180417,2400,1440,64,16:16,36,04:23,50,74,0.00,9.2,0.0,0.0,0.00,
20180418,2400,1440,67,16:06,39,06:27,54,69,0.00,7.9,0.0,0.0,0.00,
20180419,2400,1440, , , , , , , , , , , ,
20180420,2400,1440,77,18:21,42,06:37,59,60,0.00,5.3,0.0,6.7,0.00,
20180421,2400,1440,83,16:24,49,06:21,66,57,0.00,0.0,0.0,9.8,0.00,
20180422,2400,1440,87,15:49,49,06:22,69,62,0.00,0.0,0.0,4.1,0.00,
20180423,2400,1440,91,16:23,54,06:05,72,58,0.00,0.0,0.0,3.0,0.00,
20180424,2400,1440,91,16:00,53,06:02,73,49,0.00,0.0,0.0,3.3,0.00,
20180425,2400,1440,89,17:22,54,06:23,71,52,0.00,0.0,0.0,3.9,0.00,
20180426,2400,1440,85,17:51,53,06:21,68,52,0.00,0.0,0.0,9.6,0.00,
20180427,2400,1440, , , , , , , , , , , ,
20180428,2400,1440, , , , , , , , , , , ,
20180429,2400,1440, , , , , , , , , , , ,
20180430,2400,1440, , , , , , , , , , , ,
20180501,2400,1440,72,16:38,46,05:34,58,63,0.00,0.0,0.0,.8,0.00,
20180502,2400,1440,77,17:49,47,06:11,62,61,0.00,0.0,0.0,8.3,0.00,
20180503,2400,1440,82,16:25,49,04:55,66,60,0.00,0.0,0.0,9.3,0.00,
20180504,2400,1440,86,14:59,49,05:46,69,61,0.00,0.0,0.0,4.4,0.00,
20180505,2400,1440,88,16:35,53,05:45,71,57,0.00,0.0,0.0,5.7,0.00,
20180506,2400,1440,83,16:01,56,06:18,68,50,0.00,0.0,0.0,9.2,0.00,
20180507,2400,1440,86,16:28,54,06:24,70,53,0.00,0.0,0.0,10.4,0.00,
20180508,2400,1440,90,15:58,54,05:45,72,52,0.00,0.0,0.0,5.9,0.00,
20180509,2400,1440,85,15:12,59,05:49,71,50,0.00,0.0,0.0,11.3,0.00,
20180510,2400,1440,83,16:14,52,05:11,68,51,0.00,0.0,0.0,10.4,0.00,
20180511,2400,1440,82,16:16,54,06:22,68,48,0.00,0.0,0.0,9.5,0.00,
20180512,2400,1440,82,16:07,48,06:19,67,43,0.00,0.0,0.0,9.8,0.00,
20180513,2400,1440,82,15:54,51,06:28,67,52,0.00,0.0,0.0,10.2,0.00,
20180514,2400,1440,83,16:54,51,06:07,67,55,0.00,0.0,0.0,9.8,0.00,
20180515,2400,1440,81,17:25,53,06:17,67,54,0.00,0.0,0.0,10.2,0.00,
20180516,2400,1440,75,17:16,52,04:17,63,54,0.00,0.0,0.0,6.2,0.00,
20180517,2400,1440,80,17:28,49,06:11,65,55,0.00,0.0,0.0,9.8,0.00,
20180518,2400,1440,83,17:08,53,06:13,69,55,0.00,0.0,0.0,4.2,0.00,
20180519,2400,1440,85,16:02,57,06:13,71,50,0.00,0.0,0.0,4.4,0.00,
20180520,2400,1440,79,14:56,52,06:11,65,50,0.00,0.0,0.0,10.0,0.00,
20180521,2400,1440,79,17:23,52,06:24,65,54,0.00,0.0,0.0,9.9,0.00,
20180522,2400,1440,85,16:33,55,06:01,71,54,0.00,0.0,0.0,5.3,0.00,
20180523,2400,1440,84,16:23,55,05:06,69,55,0.00,0.0,0.0,4.7,0.00,
20180524,2400,1440,81,16:07,53,06:14,67,55,0.00,0.0,0.0,10.2,0.00,
20180525,2400,1440,71,18:28,58,05:07,63,60,0.00,0.0,0.0,.8,0.00,
20180526,2400,1440,76,16:34,53,05:59,64,60,0.00,0.0,0.0,8.9,0.00,
20180527,2400,1440,83,17:40,53,05:37,68,60,0.00,0.0,0.0,7.1,0.00,
20180528,2400,1440,91,16:55,57,05:56,75,57,0.00,0.0,0.0,3.9,0.00,
20180529,2400,1440,97,16:12,61,05:39,79,54,0.00,0.0,0.0,4.0,4.26,
20180530,2400,1440,87,16:29,61,23:56,75,37,0.00,0.0,0.0,6.2,0.00,
20180531,2400,1440,77,16:28,50,06:06,64,42,0.00,0.0,0.0,7.9,0.00,
20180601,2400,1440,81,17:39,48,05:12,65,55,0.00,0.0,0.0,9.6,0.00,
20180602,2400,1440,92,16:50,53,04:56,73,59,0.00,0.0,0.0,3.9,0.00,
20180603,2400,1440,99,15:45,58,05:54,79,55,0.00,0.0,0.0,4.1,4.87,
20180604,2400,1440,95,15:42,65,05:12,80,39,0.00,0.0,0.0,4.3,3.03,
20180605,2400,1440,88,17:19,57,05:34,73,31,0.00,0.0,0.0,4.9,0.00,
20180606,2400,1440,85,15:47,54,05:59,70,47,0.00,0.0,0.0,4.9,0.00,
20180607,2400,1440,84,17:07,53,05:28,69,53,0.00,0.0,0.0,5.6,0.00,
20180608,2400,1440, , , , , , , , , , , ,
20180609,2400,1440, , , , , , , , , , , ,
20180610,2400,1440, , , , , , , , , , , ,
20180611,2400,1440, , , , , , , , , , , ,
20180612,2400,1440, , , , , , , , , , , ,
20180613,2400,1440, , , , , , , , , , , ,
20180614,2400,1440,99,16:26,64,05:57,81,36,0.00,0.0,0.0,6.5,3.99,
20180615,2400,1440,96,17:17,55,06:03,76,38,0.00,0.0,0.0,4.0,1.27,
20180616,2400,1440,87,17:41,53,05:26,70,50,0.00,0.0,0.0,6.0,0.00,
20180617,2400,1440,78,18:01,54,05:28,65,61,0.00,0.0,0.0,8.5,0.00,
20180618,2400,1440,85,16:15,53,05:56,70,58,0.00,0.0,0.0,5.4,0.00,
20180619,2400,1440,92,16:16,57,05:23,75,53,0.00,0.0,0.0,3.5,.20,
20180620,2400,1440,96,15:39,61,04:43,78,50,0.00,0.0,0.0,3.3,4.23,
20180621,2400,1440,94,17:00,58,05:53,76,42,0.00,0.0,0.0,2.0,3.30,
20180622,2400,1440,96,16:38,58,04:19,78,50,0.00,0.0,0.0,3.4,4.84,
20180623,2400,1440,97,16:40,60,05:32,80,52,0.00,0.0,0.0,2.1,5.19,
20180624,2400,1440,98,15:41,62,05:16,81,46,0.00,0.0,0.0,3.7,5.92,
20180625,2400,1440,92,16:43,60,06:09,76,53,0.00,0.0,0.0,4.7,1.85,
20180626,2400,1440,95,16:07,60,05:54,79,49,0.00,0.0,0.0,3.3,3.93,
20180627,2400,1440,95,17:06,58,06:02,78,41,0.00,0.0,0.0,4.2,2.78,
20180628,2400,1440,90,16:36,56,05:39,75,48,0.00,0.0,0.0,4.5,0.00,
20180629,2400,1440,91,17:10,58,04:56,75,52,0.00,0.0,0.0,5.6,0.00,
20180630,2400,1440,96,16:50,61,06:13,79,53,0.00,0.0,0.0,3.9,3.52,
20180701,2400,1440,99,16:20,64,06:00,82,51,0.00,0.0,0.0,4.8,4.64,
20180702,2400,1440,94,17:20,62,06:10,78,54,0.00,0.0,0.0,4.2,2.41,
20180703,2400,1440,92,16:18,59,05:04,77,57,0.00,0.0,0.0,3.1,.19,
20180704,2400,1440,91,17:29,57,06:04,75,53,0.00,0.0,0.0,4.5,0.00,
20180705,2400,1440,94,16:16,58,06:01,76,53,0.00,0.0,0.0,4.5,1.97,
20180706,2400,1440,98,17:00,66,04:09,81,43,0.00,0.0,0.0,5.5,4.28,
20180707,2400,1440,97,16:40,63,05:25,81,47,0.00,0.0,0.0,3.7,5.18,
20180708,2400,1440,99,16:36,61,06:03,81,38,0.00,0.0,0.0,4.0,5.02,
20180709,2400,1440,95,16:38,61,05:23,79,35,0.00,0.0,0.0,5.7,.70,
20180710,2400,1440,97,16:34,64,06:26,80,42,0.00,0.0,0.0,3.9,4.45,
20180711,2400,1440,101,15:41,61,05:52,82,44,0.00,0.0,0.0,4.8,5.39,
20180712,2400,1440,103,16:52,68,04:52,84,42,0.00,0.0,0.0,5.1,5.15,
20180713,2400,1440,98,16:41,71,06:03,84,45,0.00,0.0,0.0,11.3,5.28,
20180714,2400,1440,99,16:28,69,06:10,84,46,0.00,0.0,0.0,7.3,5.02,
20180715,2400,1440,98,16:20,69,05:54,83,47,0.00,0.0,0.0,7.7,4.81,
20180716,2400,1440,99,16:05,63,06:20,82,47,0.00,0.0,0.0,5.8,5.14,
20180717,2400,1440,101,16:31,63,06:10,83,44,0.00,0.0,0.0,6.6,5.54,
20180718,2400,1440,102,16:19,64,06:04,84,44,0.00,0.0,0.0,7.1,5.88,
20180719,2400,1440,101,16:11,66,05:48,84,52,0.00,0.0,0.0,6.1,5.91,
20180720,2400,1440,101,16:50,67,05:32,84,45,0.00,0.0,0.0,5.7,5.94,
20180721,2400,1440,96,17:20,69,05:35,84,51,0.00,0.0,0.0,7.2,3.18,
20180722,2400,1440,97,16:34,69,06:19,83,43,0.00,0.0,0.0,8.4,3.55,
20180723,2400,1440,97,15:30,69,06:06,83,49,0.00,0.0,0.0,7.3,2.64,
20180724,2400,1440,100,16:09,69,05:52,85,44,0.00,0.0,0.0,7.9,5.99,
20180725,2400,1440,99,16:43,66,06:03,83,45,0.00,0.0,0.0,6.0,5.03,
20180726,2400,1440,99,16:50,66,05:41,83,49,0.00,0.0,0.0,6.4,5.82,
20180727,2400,1440,98,16:38,66,05:36,82,49,0.00,0.0,0.0,6.8,4.51,
20180728,2400,1440,99,16:44,61,06:23,80,58,0.00,0.0,0.0,3.9,5.11,
20180729,2400,1440,99,16:09,64,06:18,81,58,0.00,0.0,0.0,4.3,5.25,
20180730,2400,1440,95,17:23,61,06:30,79,57,0.00,0.0,0.0,4.7,.05,
20180731,2400,1440,100,16:17,66,06:24,82,56,0.00,0.0,0.0,4.8,5.34,
20180801,2400,1440,101,15:51,65,05:53,83,50,0.00,0.0,0.0,6.0,5.51,
20180802,2400,1440,99,15:11,64,06:09,82,40,0.00,0.0,0.0,7.1,3.92,
20180803,2400,1440,98,16:30,57,06:26,79,44,0.00,0.0,0.0,4.1,2.88,
20180804,2400,1440,95,16:07,60,06:18,78,54,0.00,0.0,0.0,4.3,0.00,
20180805,2400,1440,95,15:53,59,06:28,78,37,0.00,0.0,0.0,5.2,0.00,
20180806,2400,1440,92,16:24,55,05:52,75,57,0.00,0.0,0.0,4.8,0.00,
20180807,2400,1440,95,16:49,57,06:26,76,59,0.00,0.0,0.0,3.2,0.00,
20180808,2400,1440,100,15:24,57,06:17,78,59,0.00,0.0,0.0,3.7,3.70,
20180809,2400,1440,100,15:21,60,06:17,80,61,0.00,0.0,0.0,4.1,4.09,
20180810,2400,1440,99,15:13,62,06:01,80,57,0.00,0.0,0.0,5.7,2.38,
20180811,2400,1440,96,17:03,62,05:52,80,52,0.00,0.0,0.0,7.7,0.00,
20180812,2400,1440,100,16:01,61,05:05,81,45,0.00,0.0,0.0,4.7,4.16,
20180813,2400,1440,96,15:36,61,06:02,79,46,0.00,0.0,0.0,4.9,1.90,
20180814,2400,1440,95,16:20,59,06:23,77,46,0.00,0.0,0.0,4.2,0.00,
20180815,2400,1440,94,16:53,58,06:33,76,54,0.00,0.0,0.0,4.0,0.00,
20180816,2400,1440,97,16:51,59,06:26,77,55,0.00,0.0,0.0,4.0,2.63,
20180817,2400,1440,99,17:13,63,06:31,80,51,0.00,0.0,0.0,4.0,4.32,
20180818,2400,1440,101,16:29,66,05:35,83,43,0.00,0.0,0.0,5.6,5.63,
20180819,2400,1440, , , , , , , , , , , ,
20180820,2400,1440,99,16:13,59,06:32,80,42,0.00,0.0,0.0,5.8,4.41,
20180821,2400,1440,92,15:25,57,06:31,74,53,0.00,0.0,0.0,4.7,0.00,
20180822,2400,1440,93,17:37,58,06:46,73,60,0.00,0.0,0.0,3.5,0.00,
20180823,2400,1440,92,16:32,59,06:51,73,61,0.00,0.0,0.0,3.4,0.00,
20180824,2400,1440,90,16:54,57,06:13,72,59,0.00,0.0,0.0,3.9,0.00,
20180825,2400,1440,93,16:11,56,06:35,73,59,0.00,0.0,0.0,3.5,0.00,
20180826,2400,1440,96,15:53,56,06:38,75,51,0.00,0.0,0.0,4.3,0.00,
20180827,2400,1440,93,16:18,54,06:13,74,48,0.00,0.0,0.0,4.3,0.00,
20180828,2400,1440,89,16:52,58,06:41,73,58,0.00,0.0,0.0,3.9,0.00,
